1 64.93679 353.65875
1 613.1139 22.055435
1 8.06366 621.444
1 551.0043 145.07668
1 283.40775 411.39035
1 62.114983 103.7875
1 466.25003 207.10464
1 75.67421 519.60376
1 0.7091522 291.8911
1 523.4641 177.3219
1 294.40833 457.23526
1 427.4249 99.81159
1 369.15134 596.1134
1 47.19082 282.5437
1 564.0014 132.93399
1 83.74695 527.0404
1 411.7066 525.9387
1 602.8198 592.08795
1 274.46262 602.7729
1 168.34953 291.47607
1 394.6137 29.288902
1 571.338 477.14124
1 600.68713 56.374283
1 146.63666 607.3064
1 601.0502 468.06317
1 620.36304 452.02002
1 49.22577 22.450829
1 116.49231 528.3509
1 321.95428 256.24405
1 633.44006 559.19305
1 11.1699295 233.5097
1 284.5208 500.8655
1 340.3032 9.606857
1 271.4262 393.86264
1 165.86044 156.01967
1 348.20084 121.00086
1 350.34888 284.47998
1 118.3432 435.17413
1 562.2948 20.139236
1 160.87013 503.62042
1 69.21135 46.036453
1 112.23324 572.055
1 141.36111 425.1619
1 541.14075 14.64901
1 443.07678 59.286575
1 340.08163 616.1018
1 382.55142 7.6239014
1 46.60347 388.85883
1 185.26187 286.10474
1 65.02968 281.73822
1 585.41864 63.852425
1 572.719 617.7495
1 11.685829 156.77422
1 292.7913 183.5228
1 197.16301 308.68024
1 352.50745 137.5354
1 637.9749 424.4086
1 367.85156 517.5978
1 245.72289 37.413902
1 467.50626 563.97894
1 129.63509 9.992523
1 512.08154 147.5911
1 370.81476 175.63144
1 598.65216 531.86365
1 145.48389 163.02234
1 452.7304 113.73497
1 138.13718 509.3315
1 369.7636 299.8494
1 603.3984 29.892883
1 172.21863 230.74283
1 273.58954 206.37604
1 102.41867 496.9
1 336.66602 301.45264
1 343.37186 130.10944
1 336.77402 622.6809
1 61.10279 162.08054
1 451.52927 597.17303
1 551.96063 451.69543
1 503.43622 131.7395
1 631.3996 10.709038
1 492.66022 543.24554
1 601.7185 209.02744
1 182.05841 278.18954
1 147.60938 464.36084
1 166.93344 332.49448
1 220.57243 129.89703
1 109.389114 523.2156
1 320.3383 515.5882
1 544.9755 399.06827
1 586.8174 149.97841
1 199.84764 618.1734
1 429.20587 446.85406
1 484.5619 587.4318
1 475.0598 611.0854
1 341.7677 376.11984
1 48.054543 632.8547
1 379.69476 218.15488
1 298.5595 225.45718
1 152.49585 165.14839
1 209.1965 379.52008
1 428.46545 609.7903
1 517.0773 428.92096
1 121.86329 226.40851
1 596.2413 190.22194
1 402.65076 91.71005
1 618.3342 195.14297
1 146.73221 628.542
1 605.8864 578.96387
1 594.81085 492.46014
1 620.9872 4.4971466
1 606.7671 386.0556
1 336.48297 131.5078
1 455.28592 484.74948
1 609.4225 219.50177
1 577.51685 367.43854
1 243.65536 253.19836
1 156.33167 439.7713
1 221.01666 120.44376
1 92.45491 612.26575
1 311.18854 380.1131
1 558.5694 579.89343
1 166.03635 460.0389
1 456.75247 3.51223
1 175.71327 33.34549
1 128.37624 430.22205
1 16.789589 282.1554
1 553.50366 262.9358
1 9.088936 290.0041
1 232.50465 103.46359
1 289.13 408.63644
1 188.93791 132.55554
1 71.93546 281.25323
1 130.9359 617.2367
1 618.37335 524.6746
1 476.07773 539.8293
1 621.252 592.4303
1 163.27667 392.95782
1 292.22455 182.75159
1 51.632614 216.77417
1 408.09067 621.9677
1 13.352776 583.38434
1 595.4697 85.14698
1 163.57358 239.18765
1 566.2845 421.6521
1 480.8957 74.269066
1 217.53647 345.5994
1 271.39056 146.02292
1 571.0961 369.57465
1 65.27317 514.00275
1 204.4159 525.53625
1 189.79694 545.2426
1 515.8519 79.208755
1 236.30536 538.69775
1 230.83737 23.180122
1 623.99866 215.6311
1 172.98596 41.950455
1 33.252182 161.92258
1 379.85455 128.83118
1 421.86414 400.28558
1 308.71936 106.9355
1 128.70178 178.49243
1 243.442 142.6019
1 607.57544 623.9068
1 255.97565 479.62836
1 35.714607 310.46478
1 164.91061 434.5093
1 39.46598 636.9677
1 370.32166 374.86957
1 396.44385 203.96347
1 635.89 242.29688
1 223.17868 72.65518
1 175.21497 232.24701
1 375.64166 307.08643
1 218.88634 537.3444
1 581.3533 416.9162
1 388.80054 283.89496
1 245.75684 639.60657
1 298.62836 494.5011
1 432.7315 612.87164
1 185.6527 1.2556076
1 628.69025 568.1489
1 405.17947 268.68298
1 67.54604 278.63025
1 222.80388 52.68009
1 515.4876 10.470581
1 541.88574 146.77243
1 290.02335 262.10342
1 390.9456 539.3237
1 334.6317 466.14673
1 129.1872 159.29279
1 13.496017 195.03781
1 3.7213898 179.18686
1 51.065407 96.57646
1 455.46594 295.25586
1 281.73755 247.48935
1 242.25766 222.44835
1 313.14273 46.63513
1 140.38155 452.8576
1 471.50067 440.68698
1 582.86755 19.806786
1 470.995 401.48068
1 292.06302 132.66818
1 210.58853 618.64246
1 94.68166 472.16296
1 597.7919 542.37115
1 118.936424 584.6146
1 31.162682 432.5384
1 109.15672 623.11334
1 83.97911 515.3889
1 480.0843 342.87048
1 428.78912 593.1187
1 419.60434 127.4342
1 602.2477 491.62308
1 317.95654 583.8405
1 104.31881 571.3827
1 472.17407 228.30368
1 454.7894 65.02926
1 76.76155 556.3997
1 160.88593 420.47552
1 509.752 110.103264
1 281.73352 241.49162
1 334.45264 320.68192
1 609.3249 187.64432
1 333.93875 416.0785
1 301.0939 400.81985
1 297.94208 228.81187
1 499.93817 182.63641
1 435.10315 135.54985
1 166.64703 387.46738
1 520.60596 541.7588
1 7.149315 289.0262
1 104.98131 324.7487
1 559.8482 220.65656
1 611.20337 531.25116
1 332.7353 92.942276
1 590.31824 239.8909
1 195.51303 371.43384
1 559.72534 637.80524
1 332.2506 76.474686
